DATUM,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index  Value,Avkastning OMXS#=
2019-01-15,"107,7",100,"0,928505107","-0,0188639","0,947369007","22,75%",2019-01-15,"1 455,47630413364","20,02%"
2019-01-16,"108,6",100,"0,920810313","-0,025679436","0,946489749","20,17%",2019-01-16,"1 468,85207766398","18,03%"
2019-01-17,"108,6",101,"0,930018416","-0,016068585","0,946087001","21,27%",2019-01-17,"1 473,89392091022","17,89%"
2019-01-18,"110,9",102,"0,91974752","-0,025729967","0,945477487","20,38%",2019-01-18,"1 499,78552672210","18,09%"
2019-01-21,"110,8",102,"0,920577617","-0,024334761","0,944912378","21,75%",2019-01-21,"1 493,75781776191","18,46%"
2019-01-22,"110,8",101,"0,911552347","-0,032586003","0,944138349","21,48%",2019-01-22,"1 486,32475041076","18,60%"
2019-01-23,"110,5",101,"0,914027149","-0,029488117","0,943515267","21,99%",2019-01-23,"1 478,71795814654","19,28%"
2019-01-24,"109,2",101,"0,924908425","-0,018064675","0,9429731","24,45%",2019-01-24,"1 488,40284032097","19,09%"
2019-01-25,"109,1",102,"0,93492209","-0,007508365","0,942430455","23,37%",2019-01-25,"1 501,12078636190","17,48%"
2019-01-28,"108,9",101,"0,927456382","-0,014329984","0,941786366","23,78%",2019-01-28,"1 491,01121823437","19,03%"
2019-01-29,"110,5",102,"0,923076923","-0,017966474","0,941043397","21,09%",2019-01-29,"1 502,71908265415","17,56%"
2019-01-30,"111,8",102,"0,91234347","-0,02783204","0,940175511","20,04%",2019-01-30,"1 509,49565694979","16,42%"
2019-01-31,"112,2",102,"0,909090909","-0,030031305","0,939122214","20,86%",2019-01-31,"1 515,42332070419","15,93%"
2019-02-01,"112,6",103,"0,914742451","-0,023343376","0,938085828","19,98%",2019-02-01,"1 525,69453985340","14,39%"
2019-02-04,"111,8",104,"0,930232558","-0,00701761","0,937250168","21,20%",2019-02-04,"1 527,18659612980","14,15%"
2019-02-05,"113,9",107,"0,939420544","0,002866299","0,936554246","19,93%",2019-02-05,"1 542,49202423255","12,10%"
2019-02-06,114,108,"0,947368421","0,011469077","0,935899344","19,30%",2019-02-06,"1 551,15037707611","10,89%"
2019-02-07,"113,4",107,"0,94356261","0,008175129","0,935387482","21,34%",2019-02-07,"1 529,27512273165","12,75%"
2019-02-08,"113,3",106,"0,935569285","0,000698647","0,934870638","23,04%",2019-02-08,"1 527,16715889890","14,07%"
2019-02-11,"114,2",106,"0,928196147","-0,006028517","0,934224664","22,68%",2019-02-11,"1 542,32671350462","12,88%"
2019-02-12,"113,6",107,"0,941901408","0,008141146","0,933760262","23,59%",2019-02-12,"1 549,41068273609","12,16%"
2019-02-13,"113,8",108,"0,949033392","0,015685217","0,933348175","24,17%",2019-02-13,"1 558,57911486371","11,34%"
2019-02-14,"118,1",110,"0,931414056","-0,001547871","0,932961927","21,08%",2019-02-14,"1 562,36390328190","10,75%"
2019-02-15,"119,1",111,"0,931989924","-0,000618022","0,932607947","18,81%",2019-02-15,"1 583,82135927367","7,77%"
2019-02-18,120,111,"0,925","-0,007280925","0,932280925","17,92%",2019-02-18,"1 583,85696929437","7,19%"
2019-02-19,121,111,"0,917355372","-0,014548735","0,931904107","19,75%",2019-02-19,"1 587,22137704273","8,72%"
2019-02-20,121,112,"0,925619835","-0,00599788","0,931617714","21,07%",2019-02-20,"1 588,60785716955","8,50%"
2019-02-21,"121,5",112,"0,9218107","-0,009517151","0,93132785","22,96%",2019-02-21,"1 572,64876274996","10,81%"
2019-02-22,"121,2",112,"0,924092409","-0,007019069","0,931111479","22,69%",2019-02-22,"1 588,82828831959","9,72%"
2019-02-25,"120,2",112,"0,931780366","0,000817586","0,93096278","23,21%",2019-02-25,"1 586,55400246817","9,39%"
2019-02-26,"120,7",113,"0,936205468","0,005327203","0,930878265","22,87%",2019-02-26,"1 583,95488608764","9,95%"
2019-02-27,"120,9",112,"0,926385443","-0,004399323","0,930784765","23,24%",2019-02-27,"1 576,54663856228","11,52%"
2019-02-28,"121,5",112,"0,9218107","-0,008824145","0,930634844","22,47%",2019-02-28,"1 572,68436687088","12,55%"
2019-03-01,121,112,"0,925619835","-0,00485063","0,930470464","24,63%",2019-03-01,"1 580,21504552712","13,13%"
2019-03-04,"121,8",113,"0,927750411","-0,002522994","0,930273405","23,15%",2019-03-04,"1 587,78832355255","12,86%"
2019-03-05,"121,4",113,"0,930807249","0,000641733","0,930165516","23,56%",2019-03-05,"1 587,97113479445","12,59%"
2019-03-06,"120,3",113,"0,939318371","0,009252347","0,930066024","25,27%",2019-03-06,"1 572,62841193545","13,40%"
2019-03-07,"119,4",112,"0,938023451","0,008272721","0,929750729","28,22%",2019-03-07,"1 558,91123651178","15,13%"
2019-03-08,"118,9",112,"0,94196804","0,012478623","0,929489418","28,85%",2019-03-08,"1 558,63142727214","15,21%"
2019-03-11,119,113,"0,949579832","0,020387955","0,929191877","29,75%",2019-03-11,"1 569,92541353094","14,53%"
2019-03-12,120,113,"0,941666667","0,012848703","0,928817964","27,33%",2019-03-12,"1 565,55808702150","13,18%"
2019-03-13,"119,4",113,"0,94639866","0,017825797","0,928572863","31,49%",2019-03-13,"1 572,79724651484","14,99%"
2019-03-14,"119,9",114,"0,950792327","0,022257474","0,928534852","30,44%",2019-03-14,"1 590,76207458422","12,23%"
2019-03-15,"121,9",114,"0,935192781","0,006913342","0,928279439","27,73%",2019-03-15,"1 595,75865768007","12,60%"
2019-03-18,"122,1",114,"0,933660934","0,005706705","0,927954229","28,34%",2019-03-18,"1 605,01305771155","11,86%"
2019-03-19,"123,1",115,"0,934199838","0,006556335","0,927643503","28,03%",2019-03-19,"1 615,13781615863","11,24%"
2019-03-20,"123,9",114,"0,920096852","-0,007204273","0,927301125","26,23%",2019-03-20,"1 605,98971592153","11,14%"
2019-03-21,"124,2",115,"0,925925926","-0,001072271","0,926998197","26,41%",2019-03-21,"1 605,02618502636","11,56%"
2019-03-22,"123,2",113,"0,917207792","-0,009364414","0,926572207","27,44%",2019-03-22,"1 576,86960472049","13,70%"
2019-03-25,122,113,"0,926229508","3,44368E-05","0,926195071","28,11%",2019-03-25,"1 573,66212091926","13,58%"
2019-03-26,"123,4",113,"0,915721232","-0,010088591","0,925809822","28,36%",2019-03-26,"1 574,16092962763","15,13%"
2019-03-27,"124,2",114,"0,917874396","-0,007686223","0,92556062","29,23%",2019-03-27,"1 565,84943345689","16,61%"
2019-03-28,"125,3",114,"0,909816441","-0,015548274","0,925364714","28,57%",2019-03-28,"1 559,31530416763","16,80%"
2019-03-29,"124,5",115,"0,923694779","-0,001717221","0,925412","29,16%",2019-03-29,"1 553,41919595131","17,52%"
2019-04-01,"128,6",117,"0,909797823","-0,015540233","0,925338056","25,27%",2019-04-01,"1 580,32606817433","14,64%"
2019-04-02,"128,5",117,"0,910505837","-0,014814025","0,925319861","24,36%",2019-04-02,"1 593,95305760159","12,64%"
2019-04-03,"130,4",118,"0,904907975","-0,020083716","0,924991692","25,54%",2019-04-03,"1 622,37863908216","11,74%"
2019-04-04,130,118,"0,907692308","-0,016329084","0,924021392","23,46%",2019-04-04,"1 616,24459534069","9,60%"
2019-04-05,127,118,"0,929133858","0,005629046","0,923504812","27,56%",2019-04-05,"1 622,26641184458","10,11%"
2019-04-08,"127,7",119,"0,931871574","0,008739609","0,923131965","27,33%",2019-04-08,"1 624,51754842371","10,29%"
2019-04-09,"126,9",119,"0,937746257","0,014707662","0,923038595","27,66%",2019-04-09,"1 616,55551097062","10,60%"
2019-04-10,"129,6",120,"0,925925926","0,002977129","0,922948797","24,15%",2019-04-10,"1 628,54602575165","9,50%"
2019-04-11,"128,2",120,"0,936037441","0,013111421","0,922926021","26,29%",2019-04-11,"1 627,02768227853","9,58%"
2019-04-12,"129,2",121,"0,936532508","0,013652467","0,922880041","27,48%",2019-04-12,"1 641,20932936550","10,96%"
2019-04-15,"129,9",120,"0,923787529","0,001088096","0,922699433","27,48%",2019-04-15,"1 642,62860986119","12,46%"
2019-04-16,"129,8",120,"0,92449923","0,002067227","0,922432003","25,27%",2019-04-16,"1 647,52289651212","12,41%"
2019-04-17,"129,5",121,"0,934362934","0,012039415","0,92232352","24,71%",2019-04-17,"1 660,14087759057","11,43%"
2019-04-18,"130,4",121,"0,92791411","0,00569404","0,922220071","24,69%",2019-04-18,"1 670,74395738308","11,21%"
2019-04-23,"131,6",122,"0,927051672","0,005012473","0,922039199","26,60%",2019-04-23,"1 672,17970531083","12,67%"
2019-04-24,"133,9",122,"0,911127707","-0,010590273","0,92171798","22,85%",2019-04-24,"1 680,71571882743","12,44%"
2019-04-25,"133,7",122,"0,912490651","-0,009080972","0,921571623","24,01%",2019-04-25,"1 689,41656967053","11,46%"
2019-04-26,"135,9",121,"0,890360559","-0,030830825","0,921191385","22,88%",2019-04-26,"1 689,03739376354","11,64%"
2019-04-29,"133,6",125,"0,935628743","0,014444634","0,921184108","28,67%",2019-04-29,"1 693,30938594340","11,52%"
2019-04-30,"134,5",125,"0,92936803","0,008087632","0,921280397","27,36%",2019-04-30,"1 676,14198891309","12,09%"
2019-05-02,"134,6",124,"0,921248143","-0,000105167","0,92135331","28,38%",2019-05-02,"1 665,44894816368","14,10%"
2019-05-03,"135,9",124,"0,912435614","-0,009036534","0,921472148","27,45%",2019-05-03,"1 672,33032553686","13,55%"
2019-05-06,"132,4",123,"0,929003021","0,007349487","0,921653534","30,36%",2019-05-06,"1 649,22009409160","13,94%"
2019-05-07,"130,9",122,"0,932009167","0,010024616","0,921984551","23,99%",2019-05-07,"1 617,84852740354","11,15%"
2019-05-08,"129,8",119,"0,916795069","-0,005099077","0,921894146","21,96%",2019-05-08,"1 623,37264134915","8,98%"
2019-05-09,"128,7",118,"0,916860917","-0,004985724","0,921846641","23,70%",2019-05-09,"1 596,69423232711","11,61%"
2019-05-10,"130,3",119,"0,913277053","-0,008442636","0,921719689","17,27%",2019-05-10,"1 603,36572646137","7,37%"
2019-05-13,"128,2",118,"0,920436817","-0,001279174","0,921715991","17,08%",2019-05-13,"1 573,84280806574","6,04%"
2019-05-14,"129,3",118,"0,912606342","-0,00917643","0,921782772","15,62%",2019-05-14,"1 590,82196744515","5,55%"
2019-05-15,"131,3",119,"0,906321401","-0,015585293","0,921906694","18,66%",2019-05-15,"1 593,32037203438","6,35%"
2019-05-16,"132,3",120,"0,907029478","-0,015103514","0,922132993","16,48%",2019-05-16,"1 615,37680449747","5,50%"
2019-05-17,"132,2",120,"0,907715582","-0,014650502","0,922366085","14,67%",2019-05-17,"1 606,85694380605","4,75%"
2019-05-20,"130,4",120,"0,920245399","-0,002503638","0,922749037","13,50%",2019-05-20,"1 588,89879399748","2,52%"
2019-05-21,"132,2",121,"0,915279879","-0,007792597","0,923072476","5,75%",2019-05-21,"1 602,91003635804","-3,77%"
2019-05-22,132,121,"0,916666667","-0,006763864","0,923430531","7,42%",2019-05-22,"1 595,64083126681","-3,88%"
2019-05-23,"129,2",119,"0,921052632","-0,002805865","0,923858497","7,20%",2019-05-23,"1 561,16650506915","-3,15%"
2019-05-24,"129,7",120,"0,925212028","0,000987851","0,924224176","-7,94%",2019-05-24,"1 571,51552163948","-13,96%"
2019-05-27,"130,5",119,"0,911877395","-0,012711904","0,924589299","-7,28%",2019-05-27,"1 568,23242620571","-12,23%"
2019-05-28,"132,1",119,"0,900832702","-0,023910628","0,924743331","-11,13%",2019-05-28,"1 565,11517338543","-15,08%"
2019-05-29,"129,4",118,"0,911901082","-0,012776313","0,924677395","-5,10%",2019-05-29,"1 538,74912983516","-10,79%"
2019-05-31,"126,9",116,"0,914105595","-0,010304878","0,924410473","-1,02%",2019-05-31,"1 510,46163743061","-11,47%"
2019-06-03,"128,2",117,"0,912636505","-0,011545341","0,924181847","-1,79%",2019-06-03,"1 518,23275486499","-9,07%"
2019-06-04,"130,5",118,"0,904214559","-0,019802973","0,924017532","-2,22%",2019-06-04,"1 537,30673123694","-11,82%"
2019-06-05,"131,6",119,"0,904255319","-0,019698104","0,923953423","-10,41%",2019-06-05,"1 542,00329450433","-16,20%"
2019-06-07,"135,3",121,"0,894308943","-0,029563112","0,923872055","-7,76%",2019-06-07,"1 566,13583210721","-11,64%"
2019-06-10,"136,3",121,"0,887747616","-0,035695221","0,923442837","-2,35%",2019-06-10,"1 574,48385937560","-8,12%"
2019-06-11,"135,8",122,"0,898379971","-0,024721719","0,92310169","-2,21%",2019-06-11,"1 593,36282912045","-7,69%"
2019-06-12,136,122,"0,897058824","-0,025731517","0,92279034","-5,59%",2019-06-12,"1 593,59848263616","-10,94%"
2019-06-13,140,122,"0,871428571","-0,050872841","0,922301412","-4,29%",2019-06-13,"1 598,11728697699","-9,32%"
2019-06-14,"139,4",122,"0,87517934","-0,046579111","0,921758451","1,58%",2019-06-14,"1 589,60219835505","-6,74%"
2019-06-17,"140,2",122,"0,870185449","-0,051082288","0,921267737","-1,64%",2019-06-17,"1 586,52605060016","-10,12%"
2019-06-18,"142,8",124,"0,868347339","-0,052403267","0,920750606","-3,71%",2019-06-18,"1 609,43220382633","-11,32%"
2019-06-19,142,124,"0,873239437","-0,047131834","0,92037127","-2,46%",2019-06-19,"1 612,39920557346","-12,89%"
2019-06-20,"141,8",125,"0,881523272","-0,038526177","0,92004945","0,42%",2019-06-20,"1 628,29308043142","-10,26%"
2019-06-24,"139,7",124,"0,887616321","-0,0320639","0,919680221","9,16%",2019-06-24,"1 610,94122844190","-6,21%"
2019-06-25,139,124,"0,892086331","-0,027169773","0,919256104","9,06%",2019-06-25,"1 607,29389071728","-6,71%"
2019-06-26,"137,4",123,"0,895196507","-0,023740193","0,9189367","9,39%",2019-06-26,"1 604,22740203589","-6,57%"
2019-06-27,"137,1",122,"0,889861415","-0,028746418","0,918607833","14,73%",2019-06-27,"1 616,93599741668","-5,02%"
2019-06-28,"136,9",123,"0,898466034","-0,020004399","0,918470433","10,81%",2019-06-28,"1 622,43045870473","-8,74%"
2019-07-01,"138,8",124,"0,893371758","-0,02494304","0,918314798","6,77%",2019-07-01,"1 641,99716080220","-9,63%"
2019-07-02,"139,2",124,"0,890804598","-0,027273192","0,918077789","10,49%",2019-07-02,"1 647,01864962231","-6,83%"
2019-07-03,139,124,"0,892086331","-0,025613773","0,917700104","8,35%",2019-07-03,"1 648,84050381959","-6,53%"
2019-07-04,"138,9",124,"0,892728582","-0,024509226","0,917237807","6,41%",2019-07-04,"1 652,24977737206","-9,61%"
2019-07-05,137,123,"0,897810219","-0,018936913","0,916747132","8,25%",2019-07-05,"1 634,94276157014","-6,56%"
2019-07-08,"138,9",124,"0,892728582","-0,023515243","0,916243825","11,02%",2019-07-08,"1 642,06822829669","-6,10%"
2019-07-09,"138,4",123,"0,888728324","-0,027051729","0,915780053","9,83%",2019-07-09,"1 630,87982139316","-7,16%"
2019-07-10,"136,5",123,"0,901098901","-0,014412862","0,915511763","10,55%",2019-07-10,"1 622,44743583931","-5,11%"
2019-07-11,136,122,"0,897058824","-0,018008954","0,915067777","10,07%",2019-07-11,"1 613,20536594970","-2,77%"
2019-07-12,"136,6",123,"0,900439239","-0,014147408","0,914586647","9,81%",2019-07-12,"1 625,61563153308","-1,52%"
2019-07-15,"138,1",123,"0,890658943","-0,023524188","0,914183131","6,15%",2019-07-15,"1 632,90573179486","-3,37%"
2019-07-16,"136,9",123,"0,898466034","-0,015385178","0,913851211","2,34%",2019-07-16,"1 630,56745047778","-7,69%"
2019-07-17,"135,7",124,"0,913780398","4,02717E-05","0,913740126","5,01%",2019-07-17,"1 598,06073055981","-3,75%"
2019-07-18,"133,7",123,"0,919970082","0,006204068","0,913766014","9,42%",2019-07-18,"1 577,40740785170","-3,55%"
2019-07-19,134,125,"0,932835821","0,018998361","0,91383746","9,93%",2019-07-19,"1 605,41929746313","-4,22%"
2019-07-22,"134,4",124,"0,922619048","0,008773584","0,913845463","11,46%",2019-07-22,"1 600,87606499392","-2,35%"
2019-07-23,"134,7",125,"0,927988122","0,014104087","0,913884035","12,62%",2019-07-23,"1 624,76665281367","-4,20%"
2019-07-24,"134,5",124,"0,921933086","0,008146549","0,913786537","12,49%",2019-07-24,"1 613,05947977548","-2,67%"
2019-07-25,"133,7",124,"0,927449514","0,01374967","0,913699844","21,02%",2019-07-25,"1 607,20141220344","-5,26%"
2019-07-26,"133,5",125,"0,936329588","0,022531287","0,913798301","18,73%",2019-07-26,"1 610,63939628682","-8,33%"
2019-07-29,133,125,"0,939849624","0,02587272","0,913976904","22,26%",2019-07-29,"1 614,30020484223","-7,48%"
2019-07-30,"132,3",124,"0,937263794","0,023171603","0,914092191","25,85%",2019-07-30,"1 600,25903275819","-2,13%"
2019-07-31,"132,4",123,"0,929003021","0,014898428","0,914104593","27,49%",2019-07-31,"1 599,77520999466","-2,47%"
2019-08-01,"132,7",124,"0,934438583","0,020298036","0,914140547","27,81%",2019-08-01,"1 612,90752968228","-3,50%"
2019-08-02,"130,2",122,"0,937019969","0,022902179","0,914117791","29,80%",2019-08-02,"1 568,70251619200","-0,84%"
2019-08-05,"127,3",120,"0,942655145","0,028491496","0,914163649","32,68%",2019-08-05,"1 535,09660733089","3,49%"
2019-08-06,"126,8",120,"0,94637224","0,032164985","0,914207255","33,91%",2019-08-06,"1 523,03165186508","5,49%"
2019-08-07,127,120,"0,94488189","0,030721149","0,914160741","30,55%",2019-08-07,"1 528,18896850586","6,23%"
2019-08-08,"128,3",122,"0,950896337","0,036644213","0,914252123","28,60%",2019-08-08,"1 550,61782101192","6,90%"
2019-08-09,"127,8",121,"0,946791862","0,032535846","0,914256017","32,16%",2019-08-09,"1 531,51636489037","6,42%"
2019-08-12,"128,7",121,"0,94017094","0,026020086","0,914150854","32,71%",2019-08-12,"1 533,06229734142","7,59%"
2019-08-13,"129,5",121,"0,934362934","0,020220296","0,914142638","34,52%",2019-08-13,"1 538,53294129414","8,35%"
2019-08-14,"126,9",119,"0,937746257","0,02356317","0,914183087","41,21%",2019-08-14,"1 500,06017344448","13,99%"
2019-08-15,"127,5",119,"0,933333333","0,019158826","0,914174507","38,82%",2019-08-15,"1 495,71420817633","13,69%"
2019-08-16,"128,5",120,"0,93385214","0,019541442","0,914310698","41,87%",2019-08-16,"1 519,41339911512","13,89%"
2019-08-19,"129,8",121,"0,93220339","0,017830538","0,914372852","38,21%",2019-08-19,"1 538,97206383953","11,61%"
2019-08-20,"131,7",125,"0,949126803","0,034437922","0,914688881","38,19%",2019-08-20,"1 534,34111416233","10,58%"
2019-08-21,"133,3",125,"0,937734434","0,022931642","0,914802792","35,56%",2019-08-21,"1 543,47438664683","9,64%"
2019-08-22,"131,6",123,"0,934650456","0,019660246","0,91499021","29,64%",2019-08-22,"1 535,51367575383","4,79%"
2019-08-23,"129,9",122,"0,939183988","0,023982792","0,915201196","29,87%",2019-08-23,"1 522,84914598988","5,66%"
2019-08-26,"128,1",121,"0,944574551","0,029029216","0,915545335","31,77%",2019-08-26,"1 520,84952231100","6,27%"
2019-08-27,"128,9",122,"0,946470132","0,030699298","0,915770834","32,89%",2019-08-27,"1 530,81447146217","9,21%"
2019-08-28,"127,5",121,"0,949019608","0,032860439","0,916159168","36,00%",2019-08-28,"1 529,13200218671","9,70%"
2019-08-29,"128,3",121,"0,943102104","0,026620201","0,916481904","32,50%",2019-08-29,"1 558,73676784076","7,00%"
2019-08-30,131,122,"0,93129771","0,014554522","0,916743188","28,24%",2019-08-30,"1 576,98058492165","5,12%"
2019-09-02,"130,8",122,"0,932721713","0,015730708","0,916991004","29,82%",2019-09-02,"1 570,18531050769","7,21%"
2019-09-03,"131,6",122,"0,927051672","0,010081283","0,916970388","26,52%",2019-09-03,"1 568,65803720285","4,73%"
2019-09-04,"133,4",123,"0,922038981","0,005165945","0,916873036","26,61%",2019-09-04,"1 581,27501822234","5,04%"
2019-09-05,"134,1",122,"0,909768829","-0,006827203","0,916596032","25,95%",2019-09-05,"1 597,34138305725","3,78%"
2019-09-06,"134,3",123,"0,915860015","-0,000636354","0,916496369","25,76%",2019-09-06,"1 601,95271957930","4,34%"
2019-09-09,"133,2",123,"0,923423423","0,007051945","0,916371478","26,88%",2019-09-09,"1 610,69579116656","3,33%"
2019-09-10,"132,1",123,"0,931112793","0,014794976","0,916317817","29,22%",2019-09-10,"1 624,98030304292","3,08%"
2019-09-11,"133,7",125,"0,934928945","0,018500817","0,916428129","30,67%",2019-09-11,"1 637,61705244915","4,04%"
2019-09-12,"135,2",125,"0,924556213","0,00812752","0,916428693","27,00%",2019-09-12,"1 651,44973323893","2,65%"
2019-09-13,"136,2",126,"0,925110132","0,008773051","0,916337081","27,83%",2019-09-13,"1 665,34540844247","3,94%"
2019-09-16,"133,3",125,"0,937734434","0,021300122","0,916434312","30,61%",2019-09-16,"1 655,01369137001","3,95%"
2019-09-17,"132,7",126,"0,949510173","0,0328535","0,916656673","30,75%",2019-09-17,"1 649,32526673378","3,83%"
2019-09-18,136,126,"0,926470588","0,009662005","0,916808583","26,32%",2019-09-18,"1 655,10914707476","2,58%"
2019-09-19,"137,4",126,"0,917030568","0,000177035","0,916853533","25,40%",2019-09-19,"1 664,63894509320","2,82%"
2019-09-20,"136,8",126,"0,921052632","0,003895217","0,917157414","28,29%",2019-09-20,"1 666,88994005486","4,55%"
2019-09-23,"133,9",124,"0,926064227","0,009001511","0,917062716","30,47%",2019-09-23,"1 637,65785695354","6,16%"
2019-09-24,132,124,"0,939393939","0,022231957","0,917161983","33,56%",2019-09-24,"1 633,08960580234","8,25%"
2019-09-25,"129,2",123,"0,952012384","0,034545805","0,917466579","36,38%",2019-09-25,"1 620,67293004155","8,26%"
2019-09-26,"129,7",124,"0,956052429","0,038154","0,917898429","36,39%",2019-09-26,"1 631,61374839772","8,49%"
2019-09-27,"129,8",124,"0,955315871","0,037156919","0,918158952","38,06%",2019-09-27,"1 646,59548816981","8,38%"
2019-09-30,"129,6",125,"0,964506173","0,046025468","0,918480705","38,12%",2019-09-30,"1 647,67099094365","7,75%"
2019-10-01,"129,4",124,"0,958268934","0,039377597","0,918891337","40,19%",2019-10-01,"1 635,64164182901","8,82%"
2019-10-02,"125,6",122,"0,97133758","0,05190687","0,91943071","46,89%",2019-10-02,"1 593,31534599925","11,79%"
2019-10-03,"124,5",121,"0,97188755","0,051876538","0,920011012","44,18%",2019-10-03,"1 588,40681250642","10,19%"
2019-10-04,"124,7",123,"0,986367281","0,065703493","0,920663789","45,07%",2019-10-04,"1 593,97713092834","10,44%"
2019-10-07,126,123,"0,976190476","0,054897142","0,921293334","42,22%",2019-10-07,"1 617,99470175629","8,42%"
2019-10-08,"125,6",121,"0,963375796","0,041517567","0,921858229","43,23%",2019-10-08,"1 605,68877624961","9,65%"
2019-10-09,"125,7",121,"0,962609387","0,040200862","0,922408526","40,97%",2019-10-09,"1 619,99896892659","6,19%"
2019-10-10,"125,3",121,"0,965682362","0,042699908","0,922982454","43,10%",2019-10-10,"1 630,03308575435","4,74%"
2019-10-11,127,121,"0,952755906","0,029451565","0,92330434","46,46%",2019-10-11,"1 653,28066207578","5,63%"
2019-10-14,"127,7",121,"0,947533281","0,0239096","0,923623681","43,85%",2019-10-14,"1 652,57701122879","4,94%"
2019-10-15,"128,3",122,"0,950896337","0,026933748","0,923962589","45,83%",2019-10-15,"1 670,21111432408","4,51%"
2019-10-16,"128,7",122,"0,947940948","0,023712138","0,92422881","47,47%",2019-10-16,"1 677,19191139101","3,69%"
2019-10-17,130,123,"0,946153846","0,021717692","0,924436154","46,69%",2019-10-17,"1 682,87312260683","3,42%"
2019-10-18,"129,4",124,"0,958268934","0,033373457","0,924895476","45,83%",2019-10-18,"1 697,91135237172","3,00%"
2019-10-21,"130,5",125,"0,957854406","0,032394358","0,925460048","44,14%",2019-10-21,"1 724,35673846011","3,59%"
2019-10-22,"129,8",126,"0,970724191","0,044681736","0,926042455","45,76%",2019-10-22,"1 728,21603205107","3,52%"
2019-10-23,"127,9",125,"0,977326036","0,050657636","0,9266684","50,35%",2019-10-23,"1 725,87363766295","3,53%"
2019-10-24,"130,2",125,"0,960061444","0,03292349","0,927137954","45,47%",2019-10-24,"1 736,98361808668","0,99%"
2019-10-25,"131,7",128,"0,971905847","0,044097682","0,927808164","46,55%",2019-10-25,"1 747,30484130038","1,50%"
2019-10-28,"132,3",129,"0,975056689","0,046547521","0,928509168","45,12%",2019-10-28,"1 760,31065542729","-0,01%"
2019-10-29,"132,4",129,"0,974320242","0,045018883","0,929301359","46,45%",2019-10-29,"1 742,32082659031","1,89%"
2019-10-30,"132,2",130,"0,983358548","0,053110546","0,930248002","46,75%",2019-10-30,"1 746,80972427091","0,29%"
2019-10-31,"130,5",130,"0,996168582","0,064952376","0,931216206","44,83%",2019-10-31,"1 733,68048514803","1,12%"
2019-11-01,"131,7",130,"0,987091875","0,054984253","0,932107622","43,43%",2019-11-01,"1 737,51284580871","2,93%"
2019-11-04,"133,5",131,"0,981273408","0,048078213","0,933195195","42,55%",2019-11-04,"1 771,03325891164","0,86%"
2019-11-05,"134,9",133,"0,985915493","0,0516239","0,934291593","44,63%",2019-11-05,"1 769,52758101401","1,63%"
2019-11-06,"134,6",133,"0,988112927","0,052653736","0,935459191","43,46%",2019-11-06,"1 762,79334635786","1,77%"
2019-11-07,"134,8",133,"0,986646884","0,05001641","0,936630474","42,43%",2019-11-07,"1 763,81202922583","0,72%"
2019-11-08,"135,9",133,"0,97866078","0,04098653","0,93767425","41,94%",2019-11-08,"1 772,55531501767","-0,35%"
2019-11-11,"134,6",133,"0,988112927","0,049383334","0,938729593","43,98%",2019-11-11,"1 763,50426647534","0,34%"
2019-11-12,"134,8",133,"0,986646884","0,046936791","0,939710093","46,36%",2019-11-12,"1 774,71783601697","0,46%"
2019-11-13,"133,8",134,"1,001494768","0,060701423","0,940793345","44,25%",2019-11-13,"1 766,59879286260","-0,34%"
2019-11-14,"134,2",133,"0,991058122","0,049315652","0,94174247","43,14%",2019-11-14,"1 757,41868342286","0,26%"
2019-11-15,"135,6",134,"0,98820059","0,045484465","0,942716125","44,54%",2019-11-15,"1 756,86476045188","2,41%"
2019-11-18,"135,1",134,"0,991857883","0,048217086","0,943640797","42,78%",2019-11-18,"1 745,16897613808","2,14%"
2019-11-19,"135,5",134,"0,988929889","0,044342972","0,944586917","44,87%",2019-11-19,"1 743,24965918940","3,98%"
2019-11-20,"136,6",134,"0,980966325","0,035486717","0,945479608","41,95%",2019-11-20,"1 729,05843120129","4,27%"
2019-11-21,136,134,"0,985294118","0,038891661","0,946402457","43,82%",2019-11-21,"1 720,10806002882","4,73%"
2019-11-22,"137,6",134,"0,973837209","0,026631697","0,947205513","42,22%",2019-11-22,"1 724,18684580838","4,55%"
2019-11-25,"139,4",135,"0,968436155","0,020531375","0,947904779","41,46%",2019-11-25,"1 742,03732955333","4,41%"
2019-11-26,"140,1",135,"0,96359743","0,014990979","0,948606451","43,75%",2019-11-26,"1 740,99134113931","5,59%"
2019-11-27,"140,4",135,"0,961538462","0,012211118","0,949327344","43,02%",2019-11-27,"1 737,80366243446","5,52%"
2019-11-28,"141,3",135,"0,955414013","0,005548896","0,949865117","44,94%",2019-11-28,"1 735,30275488649","5,77%"
2019-11-29,143,135,"0,944055944","-0,006274491","0,950330435","41,82%",2019-11-29,"1 730,25359027101","2,33%"
2019-12-02,"141,5",134,"0,946996466","-0,003794931","0,950791398","43,18%",2019-12-02,"1 706,81731768725","4,40%"
2019-12-03,"141,5",134,"0,946996466","-0,004352729","0,951349195","45,58%",2019-12-03,"1 697,68422302855","5,77%"
2019-12-04,"144,9",135,"0,931677019","-0,020000998","0,951678017","42,31%",2019-12-04,"1 725,59860715188","3,01%"
